fecha,producto,categoría,cantidad,precio_unitario,total
2026-01-02,Arena fina saco 40 kg,Materiales de construcción,10,9.77,97.70
2026-01-02,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,10,5.39,53.90
2026-01-02,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,3,9.08,27.24
2026-01-04,Cable THW 12 AWG metro,Electricidad,10,3.48,34.80
2026-01-04,Cable THW 12 AWG metro,Electricidad,5,3.70,18.50
2026-01-06,Arena fina saco 40 kg,Materiales de construcción,1,9.73,9.73
2026-01-06,Cinta teflón 12 mm,Gasfitería,1,1.91,1.91
2026-01-06,Ladrillo pandereta unidad,Materiales de construcción,3,1.02,3.06
2026-01-06,Rodillo felpa 9 pulgadas,Pinturas,3,15.43,46.29
2026-01-06,Rodillo felpa 9 pulgadas,Pinturas,6,15.16,90.96
2026-01-07,Cinta métrica 5 m,Herramientas manuales,3,13.41,40.23
2026-01-07,Cinta teflón 12 mm,Gasfitería,2,2.03,4.06
2026-01-08,Cinta teflón 12 mm,Gasfitería,1,2.03,2.03
2026-01-08,Taladro percutor 650W,Herramientas eléctricas,2,198.52,397.04
2026-01-08,Tomacorriente doble,Electricidad,10,10.74,107.40
2026-01-09,Cemento bolsa 42.5 kg,Materiales de construcción,1,29.57,29.57
2026-01-09,Pegamento PVC 1/4 gl,Gasfitería,1,16.78,16.78
2026-01-10,Casco de seguridad amarillo,Seguridad industrial,2,24.23,48.46
2026-01-10,Guante de seguridad latex par,Seguridad industrial,1,6.48,6.48
2026-01-10,Guante de seguridad latex par,Seguridad industrial,1,6.60,6.60
2026-01-10,Lente de seguridad transparente,Seguridad industrial,4,9.61,38.44
2026-01-10,Martillo de acero 16 oz,Herramientas manuales,4,27.90,111.60
2026-01-11,Arena fina saco 40 kg,Materiales de construcción,1,9.77,9.77
2026-01-11,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.57,11.14
2026-01-11,Tubo PVC agua 1/2 pulgada,Gasfitería,4,7.87,31.48
2026-01-12,Alicate universal 8 pulgadas,Herramientas manuales,2,23.98,47.96
2026-01-12,Cinta métrica 5 m,Herramientas manuales,1,13.86,13.86
2026-01-12,Cinta teflón 12 mm,Gasfitería,8,1.99,15.92
2026-01-12,Lente de seguridad transparente,Seguridad industrial,1,9.77,9.77
2026-01-12,Martillo de acero 16 oz,Herramientas manuales,2,26.69,53.38
2026-01-12,Taladro percutor 650W,Herramientas eléctricas,1,196.51,196.51
2026-01-12,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.21,41.05
2026-01-13,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.36,5.36
2026-01-13,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,8.94,89.40
2026-01-13,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,3,8.22,24.66
2026-01-14,Alambre recocido kg,Materiales de construcción,15,9.32,139.80
2026-01-14,Cable THW 12 AWG metro,Electricidad,3,3.50,10.50
2026-01-14,Cinta teflón 12 mm,Gasfitería,5,1.92,9.60
2026-01-14,Interruptor simple empotrable,Electricidad,2,8.97,17.94
2026-01-14,Lente de seguridad transparente,Seguridad industrial,10,9.38,93.80
2026-01-14,Yeso bolsa 20 kg,Materiales de construcción,5,13.51,67.55
2026-01-15,Foco LED 9W luz fría,Electricidad,8,6.93,55.44
2026-01-15,Rodillo felpa 9 pulgadas,Pinturas,6,16.09,96.54
2026-01-16,Cinta aislante negra,Electricidad,15,3.73,55.95
2026-01-17,Brocha 2 pulgadas,Pinturas,2,6.94,13.88
2026-01-17,Pegamento cerámico 25 kg,Materiales de construcción,6,22.89,137.34
2026-01-18,Brocha 2 pulgadas,Pinturas,3,6.97,20.91
2026-01-18,Cemento bolsa 42.5 kg,Materiales de construcción,1,29.09,29.09
2026-01-18,Mascarilla KN95 unidad,Seguridad industrial,8,2.69,21.52
2026-01-18,Thinner acrílico 1 L,Pinturas,1,12.65,12.65
2026-01-18,Yeso bolsa 20 kg,Materiales de construcción,6,13.78,82.68
2026-01-19,Cinta aislante negra,Electricidad,15,3.54,53.10
2026-01-20,Casco de seguridad amarillo,Seguridad industrial,1,24.23,24.23
2026-01-20,Cinta métrica 5 m,Herramientas manuales,1,13.62,13.62
2026-01-20,Serrucho carpintero 20 pulgadas,Herramientas manuales,1,34.90,34.90
2026-01-20,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,2,8.39,16.78
2026-01-21,Chaleco reflectivo,Seguridad industrial,10,17.45,174.50
2026-01-21,Clavo para madera kg,Materiales de construcción,20,9.74,194.80
2026-01-21,Guante de seguridad latex par,Seguridad industrial,3,6.87,20.61
2026-01-22,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,3,8.46,25.38
2026-01-22,Tubo PVC agua 1/2 pulgada,Gasfitería,3,7.90,23.70
2026-01-23,Casco de seguridad amarillo,Seguridad industrial,10,24.02,240.20
2026-01-23,Cinta aislante negra,Electricidad,2,3.49,6.98
2026-01-24,Alicate universal 8 pulgadas,Herramientas manuales,1,23.74,23.74
2026-01-24,Cable THW 12 AWG metro,Electricidad,10,3.73,37.30
2026-01-24,Canaleta PVC 20x10 mm,Electricidad,1,4.77,4.77
2026-01-24,Pegamento cerámico 25 kg,Materiales de construcción,4,23.63,94.52
2026-01-24,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,2,8.88,17.76
2026-01-25,Cable THW 12 AWG metro,Electricidad,2,3.61,7.22
2026-01-25,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.88,35.52
2026-01-25,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.31,27.93
2026-01-25,Tubo PVC agua 1/2 pulgada,Gasfitería,6,7.36,44.16
2026-01-25,Tubo PVC agua 1/2 pulgada,Gasfitería,3,7.89,23.67
2026-01-26,Arena fina saco 40 kg,Materiales de construcción,15,9.33,139.95
2026-01-26,Canaleta PVC 20x10 mm,Electricidad,4,4.49,17.96
2026-01-26,Foco LED 9W luz fría,Electricidad,4,7.04,28.16
2026-01-27,Cinta aislante negra,Electricidad,4,3.58,14.32
2026-01-27,Pegamento cerámico 25 kg,Materiales de construcción,8,23.74,189.92
2026-01-28,Cemento bolsa 42.5 kg,Materiales de construcción,10,30.57,305.70
2026-01-28,Guante de seguridad latex par,Seguridad industrial,10,6.51,65.10
2026-01-28,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.75,28.75
2026-01-29,Cinta teflón 12 mm,Gasfitería,5,1.94,9.70
2026-01-29,Ladrillo pandereta unidad,Materiales de construcción,15,0.95,14.25
2026-01-29,Martillo de acero 16 oz,Herramientas manuales,1,27.37,27.37
2026-01-29,Tubo PVC agua 1/2 pulgada,Gasfitería,6,7.45,44.70
2026-01-30,Arena fina saco 40 kg,Materiales de construcción,10,9.83,98.30
2026-01-30,Arena fina saco 40 kg,Materiales de construcción,15,9.23,138.45
2026-01-31,Cemento bolsa 42.5 kg,Materiales de construcción,8,29.22,233.76
2026-01-31,Foco LED 9W luz fría,Electricidad,1,7.07,7.07
2026-01-31,Manguera reforzada 15 m,Jardinería,1,47.50,47.50
2026-01-31,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,10,20.17,201.70
2026-02-01,Amoladora angular 4.5 pulgadas,Herramientas eléctricas,1,148.79,148.79
2026-02-02,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.36,5.36
2026-02-03,Breaker termomagnético 20A,Electricidad,10,32.74,327.40
2026-02-03,Codo PVC 1/2 pulgada,Gasfitería,8,1.61,12.88
2026-02-03,Destornillador plano 6 pulgadas,Herramientas manuales,2,9.03,18.06
2026-02-03,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.80,35.20
2026-02-03,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,8,19.06,152.48
2026-02-03,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,1,5.43,5.43
2026-02-04,Interruptor simple empotrable,Electricidad,5,9.15,45.75
2026-02-04,Juego de llaves mixtas 8 piezas,Herramientas manuales,1,57.71,57.71
2026-02-04,Mascarilla KN95 unidad,Seguridad industrial,1,2.60,2.60
2026-02-04,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,10,5.45,54.50
2026-02-05,Alicate universal 8 pulgadas,Herramientas manuales,5,24.05,120.25
2026-02-05,Clavo para madera kg,Materiales de construcción,2,10.24,20.48
2026-02-05,Interruptor simple empotrable,Electricidad,8,8.82,70.56
2026-02-05,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,10,9.70,97.00
2026-02-06,Cable THW 12 AWG metro,Electricidad,2,3.48,6.96
2026-02-06,Juego de llaves mixtas 8 piezas,Herramientas manuales,1,59.47,59.47
2026-02-06,Tubo PVC agua 1/2 pulgada,Gasfitería,4,7.76,31.04
2026-02-07,Ladrillo pandereta unidad,Materiales de construcción,4,0.97,3.88
2026-02-07,Lente de seguridad transparente,Seguridad industrial,1,9.31,9.31
2026-02-07,Tomacorriente doble,Electricidad,3,11.20,33.60
2026-02-07,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,4,8.31,33.24
2026-02-08,Brocha 2 pulgadas,Pinturas,3,7.31,21.93
2026-02-08,Chaleco reflectivo,Seguridad industrial,1,17.77,17.77
2026-02-08,Cinta métrica 5 m,Herramientas manuales,5,13.88,69.40
2026-02-08,Foco LED 9W luz fría,Electricidad,10,7.15,71.50
2026-02-08,Interruptor simple empotrable,Electricidad,2,8.71,17.42
2026-02-09,Arena fina saco 40 kg,Materiales de construcción,8,9.35,74.80
2026-02-09,Guante de seguridad latex par,Seguridad industrial,1,6.77,6.77
2026-02-09,Ladrillo pandereta unidad,Materiales de construcción,3,0.95,2.85
2026-02-09,Ladrillo pandereta unidad,Materiales de construcción,6,0.96,5.76
2026-02-09,Lija al agua grano 220,Pinturas,6,1.05,6.30
2026-02-09,Mascarilla KN95 unidad,Seguridad industrial,1,2.55,2.55
2026-02-10,Brocha 2 pulgadas,Pinturas,4,7.29,29.16
2026-02-10,Guante de seguridad latex par,Seguridad industrial,1,6.91,6.91
2026-02-10,Yeso bolsa 20 kg,Materiales de construcción,20,14.21,284.20
2026-02-11,Lente de seguridad transparente,Seguridad industrial,10,9.76,97.60
2026-02-11,Pintura látex marfil 1 gl,Pinturas,4,48.39,193.56
2026-02-11,Rotomartillo SDS Plus,Herramientas eléctricas,2,444.08,888.16
2026-02-12,Casco de seguridad amarillo,Seguridad industrial,2,24.28,48.56
2026-02-12,Destornillador plano 6 pulgadas,Herramientas manuales,3,9.12,27.36
2026-02-12,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,8,8.64,69.12
2026-02-13,Pala jardinera,Jardinería,1,26.80,26.80
2026-02-13,Taladro percutor 650W,Herramientas eléctricas,1,191.89,191.89
2026-02-14,Cinta teflón 12 mm,Gasfitería,10,1.97,19.70
2026-02-14,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,10,9.96,99.60
2026-02-15,Alicate universal 8 pulgadas,Herramientas manuales,1,23.65,23.65
2026-02-15,Cinta métrica 5 m,Herramientas manuales,2,13.65,27.30
2026-02-15,Interruptor simple empotrable,Electricidad,1,9.07,9.07
2026-02-16,Destornillador plano 6 pulgadas,Herramientas manuales,5,8.63,43.15
2026-02-18,Foco LED 9W luz fría,Electricidad,8,7.30,58.40
2026-02-18,Pegamento PVC 1/4 gl,Gasfitería,4,17.52,70.08
2026-02-18,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,4,8.74,34.96
2026-02-19,Arena fina saco 40 kg,Materiales de construcción,15,9.47,142.05
2026-02-20,Pegamento cerámico 25 kg,Materiales de construcción,20,24.17,483.40
2026-02-20,Pintura látex blanca 1 gl,Pinturas,2,47.78,95.56
2026-02-20,Sierra circular 7 1/4 pulgadas,Herramientas eléctricas,1,346.74,346.74
2026-02-21,Base selladora 1 gl,Pinturas,4,40.82,163.28
2026-02-21,Breaker termomagnético 20A,Electricidad,1,33.40,33.40
2026-02-21,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.09,9.09
2026-02-21,Guante de seguridad latex par,Seguridad industrial,1,6.54,6.54
2026-02-21,Pintura látex blanca 1 gl,Pinturas,1,47.25,47.25
2026-02-22,Nivel de burbuja 40 cm,Herramientas manuales,1,28.25,28.25
2026-02-22,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.48,10.96
2026-02-23,Breaker termomagnético 20A,Electricidad,5,33.83,169.15
2026-02-23,Cinta aislante negra,Electricidad,15,3.62,54.30
2026-02-23,Cinta métrica 5 m,Herramientas manuales,4,13.26,53.04
2026-02-23,Cinta métrica 5 m,Herramientas manuales,4,14.03,56.12
2026-02-23,Destornillador plano 6 pulgadas,Herramientas manuales,1,9.24,9.24
2026-02-23,Lente de seguridad transparente,Seguridad industrial,2,9.95,19.90
2026-02-23,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,2,5.75,11.50
2026-02-24,Alicate universal 8 pulgadas,Herramientas manuales,4,24.16,96.64
2026-02-24,Cemento bolsa 42.5 kg,Materiales de construcción,5,30.42,152.10
2026-02-24,Cemento bolsa 42.5 kg,Materiales de construcción,4,30.69,122.76
2026-02-24,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.74,34.96
2026-02-24,Interruptor simple empotrable,Electricidad,1,9.04,9.04
2026-02-24,Tubo PVC agua 1/2 pulgada,Gasfitería,1,7.33,7.33
2026-02-25,Arena fina saco 40 kg,Materiales de construcción,1,9.21,9.21
2026-02-25,Cinta aislante negra,Electricidad,10,3.58,35.80
2026-02-25,Codo PVC 1/2 pulgada,Gasfitería,6,1.55,9.30
2026-02-25,Taladro percutor 650W,Herramientas eléctricas,1,189.33,189.33
2026-02-26,Casco de seguridad amarillo,Seguridad industrial,5,24.96,124.80
2026-02-26,Martillo de acero 16 oz,Herramientas manuales,3,26.29,78.87
2026-02-27,Brocha 2 pulgadas,Pinturas,1,7.41,7.41
2026-02-27,Cemento bolsa 42.5 kg,Materiales de construcción,6,28.74,172.44
2026-02-27,Cinta teflón 12 mm,Gasfitería,4,2.05,8.20
2026-02-27,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.70,34.80
2026-02-27,Ladrillo pandereta unidad,Materiales de construcción,4,1.01,4.04
2026-02-27,Martillo de acero 16 oz,Herramientas manuales,1,27.09,27.09
2026-02-27,Mascarilla KN95 unidad,Seguridad industrial,1,2.51,2.51
2026-02-27,Rodillo felpa 9 pulgadas,Pinturas,1,16.09,16.09
2026-02-27,Yeso bolsa 20 kg,Materiales de construcción,20,13.93,278.60
2026-02-28,Sierra circular 7 1/4 pulgadas,Herramientas eléctricas,2,342.71,685.42
2026-03-01,Cinta teflón 12 mm,Gasfitería,1,2.00,2.00
2026-03-01,Martillo de acero 16 oz,Herramientas manuales,1,27.69,27.69
2026-03-01,Pegamento cerámico 25 kg,Materiales de construcción,1,24.21,24.21
2026-03-02,Arena fina saco 40 kg,Materiales de construcción,1,9.21,9.21
2026-03-02,Brocha 2 pulgadas,Pinturas,1,7.10,7.10
2026-03-02,Codo PVC 1/2 pulgada,Gasfitería,1,1.54,1.54
2026-03-02,Fertilizante universal 1 kg,Jardinería,2,15.10,30.20
2026-03-02,Martillo de acero 16 oz,Herramientas manuales,1,26.68,26.68
2026-03-02,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,8,8.55,68.40
2026-03-03,Cable THW 12 AWG metro,Electricidad,5,3.57,17.85
2026-03-03,Clavo para madera kg,Materiales de construcción,4,9.87,39.48
2026-03-03,Ladrillo pandereta unidad,Materiales de construcción,8,0.98,7.84
2026-03-03,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,5,8.30,41.50
2026-03-04,Cable THW 12 AWG metro,Electricidad,3,3.58,10.74
2026-03-04,Cinta aislante negra,Electricidad,10,3.62,36.20
2026-03-04,Pintura látex marfil 1 gl,Pinturas,4,45.78,183.12
2026-03-04,Serrucho carpintero 20 pulgadas,Herramientas manuales,2,35.24,70.48
2026-03-04,Tomacorriente doble,Electricidad,15,10.58,158.70
2026-03-05,Guante de seguridad latex par,Seguridad industrial,1,6.73,6.73
2026-03-05,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,8.86,8.86
2026-03-06,Base selladora 1 gl,Pinturas,1,41.37,41.37
2026-03-06,Cinta métrica 5 m,Herramientas manuales,5,13.69,68.45
2026-03-06,Codo PVC 1/2 pulgada,Gasfitería,3,1.57,4.71
2026-03-06,Pegamento cerámico 25 kg,Materiales de construcción,1,24.31,24.31
2026-03-06,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,3,19.34,58.02
2026-03-06,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,1,10.21,10.21
2026-03-07,Alicate universal 8 pulgadas,Herramientas manuales,2,24.19,48.38
2026-03-07,Rodillo felpa 9 pulgadas,Pinturas,1,15.11,15.11
2026-03-07,Taladro percutor 650W,Herramientas eléctricas,3,190.09,570.27
2026-03-08,Clavo para madera kg,Materiales de construcción,6,9.59,57.54
2026-03-08,Ladrillo pandereta unidad,Materiales de construcción,2,0.97,1.94
2026-03-09,Cinta teflón 12 mm,Gasfitería,8,2.03,16.24
2026-03-09,Cinta teflón 12 mm,Gasfitería,8,1.93,15.44
2026-03-10,Brocha 2 pulgadas,Pinturas,2,6.93,13.86
2026-03-11,Ladrillo pandereta unidad,Materiales de construcción,6,0.96,5.76
2026-03-12,Foco LED 9W luz fría,Electricidad,2,7.06,14.12
2026-03-12,Lente de seguridad transparente,Seguridad industrial,2,9.98,19.96
2026-03-12,Mascarilla KN95 unidad,Seguridad industrial,4,2.63,10.52
2026-03-13,Codo PVC 1/2 pulgada,Gasfitería,1,1.53,1.53
2026-03-13,Martillo de acero 16 oz,Herramientas manuales,1,27.17,27.17
2026-03-13,Tornillo drywall 1 pulgada ciento,Tornillería y fijaciones,2,8.29,16.58
2026-03-14,Cable THW 12 AWG metro,Electricidad,5,3.54,17.70
2026-03-14,Casco de seguridad amarillo,Seguridad industrial,8,23.72,189.76
2026-03-14,Cinta teflón 12 mm,Gasfitería,10,1.97,19.70
2026-03-14,Llave esférica 1/2 pulgada,Gasfitería,1,14.77,14.77
2026-03-14,Thinner acrílico 1 L,Pinturas,6,12.97,77.82
2026-03-15,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.66,34.64
2026-03-15,Pegamento PVC 1/4 gl,Gasfitería,10,16.32,163.20
2026-03-16,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.99,35.96
2026-03-16,Nivel de burbuja 40 cm,Herramientas manuales,1,29.16,29.16
2026-03-16,Taladro percutor 650W,Herramientas eléctricas,1,191.69,191.69
2026-03-17,Cable THW 12 AWG metro,Electricidad,4,3.56,14.24
2026-03-17,Cemento bolsa 42.5 kg,Materiales de construcción,8,28.77,230.16
2026-03-17,Chaleco reflectivo,Seguridad industrial,4,18.07,72.28
2026-03-17,Fertilizante universal 1 kg,Jardinería,4,14.56,58.24
2026-03-17,Martillo de acero 16 oz,Herramientas manuales,1,27.97,27.97
2026-03-17,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,10,9.12,91.20
2026-03-17,Tubo PVC agua 1/2 pulgada,Gasfitería,2,7.51,15.02
2026-03-18,Codo PVC 1/2 pulgada,Gasfitería,1,1.59,1.59
2026-03-18,Manguera reforzada 15 m,Jardinería,4,47.14,188.56
2026-03-19,Alicate universal 8 pulgadas,Herramientas manuales,5,24.39,121.95
2026-03-19,Anclaje expansivo 3/8 unidad,Tornillería y fijaciones,2,2.83,5.66
2026-03-19,Arena fina saco 40 kg,Materiales de construcción,2,9.20,18.40
2026-03-19,Arena fina saco 40 kg,Materiales de construcción,4,9.92,39.68
2026-03-19,Codo PVC 1/2 pulgada,Gasfitería,8,1.53,12.24
2026-03-19,Foco LED 9W luz fría,Electricidad,4,6.90,27.60
2026-03-19,Tubo PVC agua 1/2 pulgada,Gasfitería,1,7.49,7.49
2026-03-20,Fertilizante universal 1 kg,Jardinería,3,14.60,43.80
2026-03-20,Guante de seguridad latex par,Seguridad industrial,2,6.59,13.18
2026-03-20,Pegamento cerámico 25 kg,Materiales de construcción,10,23.69,236.90
2026-03-21,Arena fina saco 40 kg,Materiales de construcción,8,9.90,79.20
2026-03-21,Cemento bolsa 42.5 kg,Materiales de construcción,12,28.69,344.28
2026-03-21,Cinta aislante negra,Electricidad,2,3.48,6.96
2026-03-21,Cinta métrica 5 m,Herramientas manuales,2,14.13,28.26
2026-03-23,Casco de seguridad amarillo,Seguridad industrial,5,23.62,118.10
2026-03-23,Cinta aislante negra,Electricidad,3,3.49,10.47
2026-03-23,Serrucho carpintero 20 pulgadas,Herramientas manuales,5,35.53,177.65
2026-03-23,Tornillo autoperforante 3/4 ciento,Tornillería y fijaciones,1,9.31,9.31
2026-03-27,Cemento bolsa 42.5 kg,Materiales de construcción,4,30.57,122.28
2026-03-27,Cinta aislante negra,Electricidad,1,3.59,3.59
2026-03-27,Codo PVC 1/2 pulgada,Gasfitería,5,1.62,8.10
2026-03-28,Cemento bolsa 42.5 kg,Materiales de construcción,1,29.55,29.55
2026-03-28,Cinta métrica 5 m,Herramientas manuales,1,13.48,13.48
2026-03-28,Destornillador plano 6 pulgadas,Herramientas manuales,4,8.92,35.68
2026-03-28,Esmalte sintético negro 1/4 gl,Pinturas,6,26.71,160.26
2026-03-28,Interruptor simple empotrable,Electricidad,1,9.15,9.15
2026-03-29,Arena fina saco 40 kg,Materiales de construcción,6,9.22,55.32
2026-03-29,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.49,27.45
2026-03-29,Yeso bolsa 20 kg,Materiales de construcción,2,13.30,26.60
2026-03-30,Cemento bolsa 42.5 kg,Materiales de construcción,5,29.71,148.55
2026-03-30,Guante de seguridad latex par,Seguridad industrial,1,6.93,6.93
2026-03-30,Ladrillo pandereta unidad,Materiales de construcción,12,0.98,11.76
2026-03-30,Ladrillo pandereta unidad,Materiales de construcción,3,0.99,2.97
2026-03-30,Pegamento PVC 1/4 gl,Gasfitería,6,17.32,103.92
2026-03-31,Arena fina saco 40 kg,Materiales de construcción,1,9.73,9.73
2026-03-31,Cinta métrica 5 m,Herramientas manuales,4,13.39,53.56
2026-03-31,Pegamento cerámico 25 kg,Materiales de construcción,8,23.28,186.24
2026-03-31,Pintura látex blanca 1 gl,Pinturas,1,48.73,48.73
2026-03-31,Tomacorriente doble,Electricidad,1,10.65,10.65
2026-04-01,Interruptor simple empotrable,Electricidad,2,9.20,18.40
2026-04-01,Lijadora orbital 240W,Herramientas eléctricas,3,135.27,405.81
2026-04-01,Serrucho carpintero 20 pulgadas,Herramientas manuales,4,35.18,140.72
2026-04-02,Ladrillo pandereta unidad,Materiales de construcción,12,0.95,11.40
2026-04-02,Tomacorriente doble,Electricidad,1,11.15,11.15
2026-04-03,Codo PVC 1/2 pulgada,Gasfitería,2,1.62,3.24
2026-04-03,Codo PVC 1/2 pulgada,Gasfitería,1,1.64,1.64
2026-04-03,Taladro percutor 650W,Herramientas eléctricas,1,184.72,184.72
2026-04-04,Arandela plana 1/4 ciento,Tornillería y fijaciones,4,6.78,27.12
2026-04-04,Cinta aislante negra,Electricidad,8,3.64,29.12
2026-04-04,Cinta teflón 12 mm,Gasfitería,1,1.95,1.95
2026-04-04,Destornillador plano 6 pulgadas,Herramientas manuales,2,8.94,17.88
2026-04-04,Martillo de acero 16 oz,Herramientas manuales,1,26.23,26.23
2026-04-05,Breaker termomagnético 20A,Electricidad,5,33.23,166.15
2026-04-05,Clavo para madera kg,Materiales de construcción,1,9.62,9.62
2026-04-05,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,1,9.87,9.87
2026-04-06,Base selladora 1 gl,Pinturas,1,38.53,38.53
2026-04-06,Cable THW 12 AWG metro,Electricidad,2,3.48,6.96
2026-04-06,Cinta métrica 5 m,Herramientas manuales,4,13.82,55.28
2026-04-06,Ladrillo pandereta unidad,Materiales de construcción,10,1.02,10.20
2026-04-06,Llave esférica 1/2 pulgada,Gasfitería,4,14.13,56.52
2026-04-06,Pegamento cerámico 25 kg,Materiales de construcción,8,23.21,185.68
2026-04-06,Trampa lavatorio PVC,Gasfitería,8,12.49,99.92
2026-04-06,Tubo PVC agua 1/2 pulgada,Gasfitería,6,7.54,45.24
2026-04-07,Cable THW 12 AWG metro,Electricidad,1,3.50,3.50
2026-04-07,Cinta métrica 5 m,Herramientas manuales,1,14.21,14.21
2026-04-08,Cemento bolsa 42.5 kg,Materiales de construcción,2,30.01,60.02
2026-04-08,Thinner acrílico 1 L,Pinturas,4,13.43,53.72
2026-04-09,Alambre recocido kg,Materiales de construcción,6,9.07,54.42
2026-04-09,Cable THW 12 AWG metro,Electricidad,1,3.71,3.71
2026-04-09,Destornillador plano 6 pulgadas,Herramientas manuales,1,8.88,8.88
2026-04-09,Ladrillo pandereta unidad,Materiales de construcción,4,0.96,3.84
2026-04-09,Ladrillo pandereta unidad,Materiales de construcción,5,1.00,5.00
2026-04-09,Rodillo felpa 9 pulgadas,Pinturas,3,15.05,45.15
2026-04-10,Arena fina saco 40 kg,Materiales de construcción,1,9.76,9.76
2026-04-10,Cable THW 12 AWG metro,Electricidad,1,3.53,3.53
2026-04-10,Canaleta PVC 20x10 mm,Electricidad,1,4.56,4.56
2026-04-10,Cinta aislante negra,Electricidad,5,3.70,18.50
2026-04-10,Clavo para madera kg,Materiales de construcción,12,9.58,114.96
2026-04-10,Llave esférica 1/2 pulgada,Gasfitería,4,14.87,59.48
2026-04-10,Llave francesa 10 pulgadas,Herramientas manuales,2,39.61,79.22
2026-04-10,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.57,27.85
2026-04-11,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,1,19.69,19.69
2026-04-11,Serrucho carpintero 20 pulgadas,Herramientas manuales,5,34.68,173.40
2026-04-12,Cable THW 12 AWG metro,Electricidad,2,3.59,7.18
2026-04-12,Rodillo felpa 9 pulgadas,Pinturas,1,15.14,15.14
2026-04-12,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,5,5.43,27.15
2026-04-12,Tuerca hexagonal 1/4 ciento,Tornillería y fijaciones,8,9.84,78.72
2026-04-13,Breaker termomagnético 20A,Electricidad,15,32.74,491.10
2026-04-13,Brocha 2 pulgadas,Pinturas,1,7.24,7.24
2026-04-13,Casco de seguridad amarillo,Seguridad industrial,4,24.70,98.80
2026-04-13,Cinta teflón 12 mm,Gasfitería,2,2.01,4.02
2026-04-14,Destornillador plano 6 pulgadas,Herramientas manuales,5,9.22,46.10
2026-04-14,Lente de seguridad transparente,Seguridad industrial,3,9.59,28.77
2026-04-14,Lija al agua grano 220,Pinturas,2,1.06,2.12
2026-04-14,Yeso bolsa 20 kg,Materiales de construcción,3,14.19,42.57
2026-04-15,Guante de seguridad latex par,Seguridad industrial,10,6.54,65.40
2026-04-17,Clavo para madera kg,Materiales de construcción,12,10.36,124.32
2026-04-18,Arena fina saco 40 kg,Materiales de construcción,12,9.68,116.16
2026-04-18,Arena fina saco 40 kg,Materiales de construcción,3,9.86,29.58
2026-04-18,Cemento bolsa 42.5 kg,Materiales de construcción,8,28.68,229.44
2026-04-18,Regadera plástica 10 L,Jardinería,1,27.85,27.85
2026-04-20,Cinta teflón 12 mm,Gasfitería,2,2.01,4.02
2026-04-20,Tarugo plástico 6 mm ciento,Tornillería y fijaciones,8,5.47,43.76
2026-04-21,Llave esférica 1/2 pulgada,Gasfitería,2,14.64,29.28
2026-04-21,Perno hexagonal 1/4 ciento,Tornillería y fijaciones,10,19.50,195.00
2026-04-21,Tomacorriente doble,Electricidad,1,11.33,11.33
2026-04-22,Cemento bolsa 42.5 kg,Materiales de construcción,1,30.31,30.31
